id,gene_count_1,gene_count_2,gene_count_3,gene_count_4,gene_count_5,gene_count_6,gene_count_7,gene_count_8,gene_count_9,gene_count_10,gene_count_11,gene_count_12,gene_count_13,gene_count_14,gene_count_15,gene_count_16,gene_count_17,gene_count_18,gene_count_19,gene_count_20,gene_count_21,gene_count_22,gene_count_23,gene_count_24,gene_count_25,gene_count_26,gene_count_27,gene_count_28,gene_count_29,gene_count_30,gene_count_31,gene_count_32,gene_count_33,gene_count_34,gene_count_35,gene_count_36,gene_count_37,gene_count_38,gene_count_39,gene_count_40,gene_count_41,gene_count_42,gene_count_43,gene_count_44,gene_count_45,gene_count_46,gene_count_47,gene_count_48,gene_count_49,gene_count_50,gene_count_51,gene_count_52,gene_count_53,gene_count_54,gene_count_55,gene_count_56,gene_count_57,gene_count_58,gene_count_59,gene_count_60,gene_count_61,gene_count_62,gene_count_63,gene_count_64,gene_count_65,gene_count_66,gene_count_67,gene_count_68,gene_count_69,gene_count_70,gene_count_71,gene_count_72,gene_count_73,gene_count_74,gene_count_75,gene_count_76,gene_count_77,gene_count_78,gene_count_79,gene_count_80,gene_count_81,gene_count_82,gene_count_83,gene_count_84,gene_count_85,gene_count_86,gene_count_87,gene_count_88,gene_count_89,gene_count_90,gene_count_91,gene_count_92,gene_count_93,gene_count_94,gene_count_95,gene_count_96,gene_count_97,gene_count_98,gene_count_99,gene_count_100,gene_count_101,gene_count_102,gene_count_103,gene_count_104,gene_count_105,gene_count_106,gene_count_107,gene_count_108,gene_count_109,gene_count_110,gene_count_111,gene_count_112,gene_count_113,gene_count_114,gene_count_115,gene_count_116,gene_count_117,gene_count_118,gene_count_119,gene_count_120,gene_count_121,gene_count_122,gene_count_123,gene_count_124,gene_count_125,gene_count_126,gene_count_127,gene_count_128,gene_count_129,gene_count_130,gene_count_131,gene_count_132,gene_count_133,gene_count_134,gene_count_135,gene_count_136,gene_count_137,gene_count_138,gene_count_139,gene_count_140,gene_count_141,gene_count_142,gene_count_143,gene_count_144,gene_count_145,gene_count_146,gene_count_147,gene_count_148,gene_count_149,gene_count_150,gene_count_151,gene_count_152,gene_count_153,gene_count_154,gene_count_155,gene_count_156,gene_count_157,gene_count_158,gene_count_159,gene_count_160,gene_count_161,gene_count_162,gene_count_163,gene_count_164,gene_count_165,gene_count_166,gene_count_167,gene_count_168,gene_count_169,gene_count_170,gene_count_171,gene_count_172,gene_count_173,gene_count_174,gene_count_175,gene_count_176,gene_count_177,gene_count_178,gene_count_179,gene_count_180,gene_count_181,gene_count_182,gene_count_183,gene_count_184,gene_count_185,gene_count_186,gene_count_187,gene_count_188,gene_count_189,gene_count_190,gene_count_191,gene_count_192,gene_count_193,gene_count_194,gene_count_195,gene_count_196,gene_count_197,gene_count_198,gene_count_199,gene_count_200,gene_count_201,gene_count_202,gene_count_203,gene_count_204,gene_count_205,gene_count_206,gene_count_207,gene_count_208,gene_count_209,gene_count_210,gene_count_211,gene_count_212,gene_count_213,gene_count_214,gene_count_215,gene_count_216,gene_count_217,gene_count_218,gene_count_219,gene_count_220,gene_count_221,gene_count_222,gene_count_223,gene_count_224,gene_count_225,gene_count_226,gene_count_227,gene_count_228,gene_count_229,gene_count_230,gene_count_231,gene_count_232,gene_count_233,gene_count_234,gene_count_235,gene_count_236,gene_count_237,gene_count_238,gene_count_239,gene_count_240,gene_count_241,gene_count_242,gene_count_243,gene_count_244,gene_count_245,gene_count_246,gene_count_247,gene_count_248,gene_count_249,gene_count_250,gene_count_251,gene_count_252,gene_count_253,gene_count_254,gene_count_255,gene_count_256,gene_count_257,gene_count_258,gene_count_259,gene_count_260,gene_count_261,gene_count_262,gene_count_263,gene_count_264,gene_count_265,gene_count_266,gene_count_267,gene_count_268,gene_count_269,gene_count_270,gene_count_271,gene_count_272,gene_count_273,gene_count_274,gene_count_275,gene_count_276,gene_count_277,gene_count_278,gene_count_279,gene_count_280,gene_count_281,gene_count_282,gene_count_283,gene_count_284,gene_count_285,gene_count_286,gene_count_287,gene_count_288,gene_count_289,gene_count_290,gene_count_291,gene_count_292,gene_count_293,gene_count_294,gene_count_295,gene_count_296,gene_count_297,gene_count_298,gene_count_299,gene_count_300
172,0,0,0,0,0,21,0,0,13,13,0,56,0,3,0,6,0,0,27,0,0,38,0,0,0,5,0,0,2,0,0,0,11,0,0,0,0,0,0,56,0,0,0,0,1,30,0,0,0,0,1,0,0,0,4,2,1,0,0,3,0,0,4,1,55,0,38,0,0,0,0,6,0,17,191,0,6,0,14,6,8,0,2,201,17,1,0,0,0,5,0,0,0,60,0,0,0,2,5,24,3,2,0,0,26,0,0,0,0,0,0,0,0,1,0,4,49,0,36,0,2,1,12,0,0,0,3,1,0,22,0,18,10,2,0,3,14,12,0,6,6,7,215,0,31,77,17,40,1,0,0,22,17,1,10,171,0,92,0,0,0,0,15,0,0,0,0,0,0,0,4,3,0,0,0,0,0,1,10,19,0,3,20,0,2,1,0,0,0,11,9,0,0,0,7,1,0,0,2,0,0,21,2,0,0,3,1070,0,17,1,1,0,4,0,0,0,20,7,10,0,0,0,0,0,2,0,0,0,4,0,1329,5,0,0,0,0,3,6,0,0,20,3,0,0,9,44,0,0,25,6,27,0,0,33,0,0,0,0,0,139,0,0,4,0,0,0,227,0,1,0,83,0,19,4,25,4,0,81,3,0,0,0,0,0,0,11,0,0,15,3,0,0,0,16,0,0,40,0,0,5
173,0,0,5,1,0,0,0,321,0,0,38,0,0,0,4,0,0,3,0,4,2,0,3,0,0,0,0,0,0,9,2,0,0,0,2,0,32,220,0,0,2,1,0,1,0,0,123,0,22,10,0,0,2,1,0,0,0,18,4,0,14,0,0,0,0,2,0,5,0,2,0,0,77,0,0,1,13,7,0,0,0,5,0,0,0,0,20,6,0,0,2,16,1,0,20,6,27,0,4,0,0,0,0,13,0,4,0,0,0,6,23,0,0,0,0,0,0,6,0,4,0,0,0,2,0,1,0,0,6,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,6,2,0,0,0,0,0,0,6,8,1,0,0,0,6,140,2,1,2,0,0,0,4,0,0,0,0,0,0,13,0,0,0,10,12,1,0,0,1,0,0,2,0,0,0,36,16,0,0,3,0,0,0,97,5,1,2,0,0,13,0,20,0,0,2,0,0,12,11,19,0,278,0,0,8,6,462,66,0,0,0,0,0,0,0,21,0,0,8,0,0,0,0,2,0,0,0,0,72,0,75,0,9,1,0,5,0,40,182,3,0,0,0,1,0,0,0,0,311,0,0,4,93,0,1,19,0,0,17,0,0,0,11,3,4,0,0,0,0,0,1,0
174,2,0,0,0,0,0,0,201,8,0,0,0,0,8,0,0,0,6,0,0,6,37,0,0,0,0,1,0,0,0,1,0,0,0,1,0,16,365,0,0,0,0,0,3,0,0,123,0,0,0,6,2,2,0,9,0,2,10,30,2,35,0,0,0,40,2,0,6,5,0,0,0,40,0,252,0,7,0,0,0,8,18,6,0,0,0,17,3,0,11,6,0,0,0,0,5,0,0,0,0,0,0,0,6,0,3,0,3,2,4,37,0,0,0,0,5,0,5,11,0,0,0,0,0,0,10,3,0,3,76,3,13,7,3,0,2,0,0,2,0,0,5,121,2,28,0,0,16,0,0,0,0,32,0,0,0,43,0,0,0,0,0,8,1,0,0,0,1,1,0,0,1,5,0,2,1,0,0,0,0,0,0,60,0,0,0,0,0,1,0,0,26,6,0,0,0,0,0,0,0,0,0,0,28,13,0,0,1,0,3,0,0,0,2,1,5,45,6,14,0,79,8,1,1,0,8,119,0,4,252,0,2,6,1,182,88,3,0,2,0,0,0,0,16,5,55,9,0,0,0,53,0,0,19,0,0,0,1,28,0,4,0,12,0,0,0,0,0,0,0,0,0,14,0,0,0,448,45,0,0,108,0,0,0,1,16,0,0,6,0,0,0,0,17,0,10,85,0,106,17
175,0,0,5,5,1,0,0,151,0,0,36,0,0,0,0,0,0,9,0,11,3,0,2,0,0,0,2,0,0,3,4,0,0,0,6,0,44,339,1,0,5,0,6,1,0,32,102,0,17,12,0,0,2,1,0,0,0,11,0,0,48,2,0,0,0,1,0,4,2,3,0,0,18,0,0,2,12,0,0,0,0,5,0,0,0,0,19,1,0,0,2,5,0,0,14,20,27,0,6,0,0,0,35,13,0,4,0,1,0,2,0,0,0,0,0,0,0,8,0,3,0,0,0,2,0,6,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,5,1,0,0,0,0,0,2,0,4,0,0,0,0,61,0,1,2,0,0,0,11,0,0,0,0,0,0,10,0,0,0,0,5,2,0,0,4,0,3,4,4,0,0,62,34,0,0,0,0,0,0,143,0,7,0,9,0,14,0,13,0,5,4,5,0,2,62,17,0,367,0,0,3,10,342,11,0,0,0,0,0,0,0,32,0,0,6,0,0,0,0,2,0,0,0,2,171,0,57,0,4,3,0,4,19,23,295,2,0,0,0,0,0,0,0,0,411,0,0,12,86,0,2,14,0,0,13,0,0,0,0,6,1,0,0,9,0,0,8,0
176,0,2,2,2,2,0,0,85,0,0,12,0,0,0,0,0,0,4,0,4,3,0,5,0,0,0,3,0,0,10,0,0,7,0,4,0,12,0,0,0,1,0,2,0,0,26,76,0,17,19,0,0,5,0,0,0,8,9,0,0,43,1,0,0,0,2,70,4,4,1,0,0,74,14,0,2,13,6,0,0,0,0,0,0,0,0,7,2,0,0,3,5,5,0,25,12,42,0,14,0,0,0,22,8,0,1,0,1,5,0,25,0,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,0,3,0,2,0,0,0,11,0,8,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,9,0,4,7,1,0,0,0,0,0,6,0,3,0,0,0,1,90,0,1,2,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,16,2,0,0,3,0,0,1,0,0,0,67,24,0,0,2,0,0,0,144,0,3,0,0,0,4,0,51,0,0,3,4,0,10,111,18,0,147,580,0,4,6,282,65,0,0,2,0,0,0,0,11,0,14,2,0,0,0,0,1,0,0,0,0,44,3,15,0,4,2,0,1,17,44,221,5,0,1,0,0,0,6,0,0,361,0,0,3,93,0,7,7,0,0,8,0,0,0,7,4,2,0,0,2,0,0,6,0
177,0,2,0,3,0,21,0,213,0,10,11,36,0,0,2,0,0,15,29,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,49,235,0,45,1,0,0,2,0,0,0,0,0,8,4,0,0,0,10,0,0,24,0,3,0,0,0,0,13,4,87,5,7,4,0,2,48,0,522,0,3,2,0,0,3,12,0,273,48,5,0,0,1,11,0,1,2,0,0,0,0,1,2,26,0,0,0,19,0,3,0,2,0,0,16,0,0,0,0,4,15,1,16,3,0,0,8,1,0,0,1,0,2,0,0,25,7,1,4,2,13,0,0,0,3,0,94,0,1,0,7,0,22,255,0,0,49,0,13,118,0,58,0,0,0,0,16,0,0,1,4,2,0,0,5,0,0,0,2,1,0,2,14,57,6,0,0,0,0,1,0,0,0,11,0,35,12,2,10,1,5,0,0,3,2,0,9,6,0,0,0,1,0,2,0,0,11,6,1,6,0,9,9,0,0,0,0,1,0,4,0,11,0,262,0,1,0,9,160,64,4,0,3,0,0,0,0,20,12,3,0,0,18,6,0,0,0,0,0,1,0,3,0,362,0,0,0,2,9,26,0,0,4,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,8,0
178,0,0,3,0,0,0,0,77,5,0,11,0,0,0,0,0,0,0,36,3,0,0,15,1,0,0,0,0,0,8,1,0,11,0,0,0,0,507,0,0,2,0,4,1,0,30,0,0,8,11,0,0,0,0,0,0,0,1,0,0,30,1,0,0,0,0,0,10,0,0,0,0,0,4,0,5,3,0,0,0,0,11,0,0,0,0,20,3,0,0,1,0,0,0,51,0,27,0,6,18,0,0,40,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,6,4,0,0,0,0,7,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,90,0,0,49,0,0,0,12,0,0,10,0,0,0,0,8,0,8,0,0,0,0,0,0,47,2,4,2,0,0,0,0,1,45,0,0,0,0,0,1,0,0,0,5,1,0,2,2,0,2,2,0,0,0,22,8,0,0,0,13,0,0,95,0,0,0,0,0,6,0,0,0,0,3,1,0,7,47,14,0,302,0,0,5,10,156,60,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,23,0,12,2,0,0,29,17,204,4,0,0,0,0,0,0,0,0,466,0,0,6,96,0,2,0,0,0,19,0,0,0,6,1,6,0,0,8,0,0,9,7
179,3,3,6,1,0,13,0,0,0,20,0,48,0,8,2,3,0,0,35,0,5,68,0,0,0,10,4,1,0,6,1,0,15,0,0,0,44,420,0,57,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,3,18,0,3,0,0,4,0,16,0,73,2,0,0,3,6,0,0,0,0,7,5,0,2,4,13,3,374,0,2,24,0,0,5,0,0,3,43,0,0,0,0,0,13,10,0,0,8,24,5,1,1,0,0,29,0,1,1,0,19,21,0,8,0,6,1,5,1,0,0,0,0,0,36,5,29,11,0,8,1,7,7,5,0,2,9,100,11,10,0,21,0,4,243,0,12,32,0,2,0,0,173,0,0,0,0,20,0,0,1,0,0,0,0,7,0,0,0,0,0,0,2,1,28,0,0,30,0,12,0,0,0,1,13,7,24,0,2,18,5,1,5,0,0,3,40,1,0,0,0,542,0,0,0,2,71,2,2,1,18,12,0,16,0,0,0,0,0,1,2,0,0,7,0,0,2,3,0,0,0,3,8,0,2,0,0,0,45,12,0,3,0,13,6,41,0,0,19,0,1,79,0,0,274,0,5,11,0,0,0,0,0,0,0,81,0,16,1,39,0,0,0,1,0,36,0,1,19,3,2,0,3,0,0,14,4,0,16,0,0,75,2,38,1
180,6,1,4,2,1,17,0,0,8,8,0,0,0,12,0,3,1,25,0,0,0,0,0,0,0,6,0,1,0,0,0,0,9,0,0,0,21,425,0,28,0,0,0,0,0,0,0,0,0,0,4,0,0,1,9,1,6,0,8,2,44,4,1,0,0,0,35,6,0,0,1,10,0,0,248,2,3,5,0,7,6,11,1,290,80,12,0,0,0,0,0,2,3,57,0,0,0,1,0,0,0,0,0,13,0,4,4,0,1,0,0,0,0,0,2,7,35,0,0,0,12,1,9,0,0,0,2,1,1,0,0,17,10,1,16,1,0,17,5,0,3,0,44,1,36,0,4,46,6,105,0,26,23,0,4,198,0,136,0,0,0,0,17,3,0,2,0,2,0,0,5,9,1,0,0,0,0,0,0,69,0,0,0,0,1,0,0,11,0,8,0,17,13,2,8,0,0,2,0,2,1,12,2,0,0,2,1450,1,0,2,1,0,6,6,0,3,20,12,0,0,0,0,0,0,2,5,0,9,10,299,0,2,0,0,0,81,1,0,0,0,25,0,1,27,3,0,7,1,8,8,0,0,0,58,0,1,0,2,0,337,0,0,6,0,0,0,0,2,0,0,76,0,27,21,33,1,0,36,1,0,30,0,0,0,0,12,0,2,8,0,22,3,0,30,0,0,49,2,0,5
181,0,0,5,1,0,0,0,261,0,0,20,0,0,0,0,0,0,15,0,6,2,0,6,0,0,0,4,0,0,10,0,0,0,1,0,0,16,290,0,0,2,0,0,2,0,0,85,0,3,12,0,1,0,1,0,0,0,16,4,0,32,1,0,0,0,1,0,8,1,1,0,0,50,0,0,0,13,2,0,0,0,3,0,0,0,0,28,8,0,0,3,0,2,0,0,5,45,0,7,0,0,0,46,6,0,8,0,2,1,2,34,0,0,1,0,0,0,15,0,2,0,0,0,3,0,7,0,0,6,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,16,0,7,7,0,0,0,1,0,0,0,4,8,0,0,0,2,128,0,2,1,0,0,0,3,0,0,1,0,0,0,4,0,0,0,9,6,0,0,0,4,1,0,1,1,18,0,53,13,0,0,0,0,0,0,112,0,3,3,11,0,0,0,32,0,0,1,0,0,8,147,27,0,233,0,0,8,5,210,34,0,0,0,0,0,0,2,13,0,0,10,0,0,0,0,5,0,0,0,2,45,1,31,0,2,1,0,2,18,56,233,4,0,0,0,0,0,0,0,0,259,0,0,13,109,0,2,13,0,0,12,0,5,0,14,6,2,0,0,0,0,0,20,0
182,0,0,2,1,1,0,0,239,0,0,0,0,0,0,0,0,0,1,0,2,0,0,10,0,0,0,0,0,0,0,2,0,0,0,2,0,57,0,1,0,9,0,0,0,0,0,0,0,13,8,0,0,2,0,0,0,0,24,5,0,0,4,0,0,46,0,0,7,0,4,0,0,28,0,0,4,5,5,0,0,13,8,4,276,0,0,18,1,1,8,2,2,3,0,16,8,25,0,3,34,2,0,5,7,0,7,0,4,1,5,36,0,0,0,0,0,0,4,18,1,0,0,0,0,0,8,0,0,8,0,9,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,19,0,1,4,0,0,0,2,0,6,11,5,2,0,0,1,4,145,2,3,0,0,0,0,2,0,38,0,0,0,1,13,0,0,0,14,9,0,0,0,4,0,0,0,1,0,0,22,10,0,0,0,0,0,0,0,3,2,1,3,0,13,7,29,121,0,0,0,0,3,62,18,0,0,0,0,0,11,0,75,3,0,2,0,0,0,4,18,0,25,12,0,20,0,0,0,0,0,0,2,52,1,29,212,4,2,0,0,29,37,131,3,1,0,0,1,0,0,24,0,0,0,0,12,0,0,3,24,7,12,15,0,0,0,9,7,5,0,0,0,0,0,21,0
183,3,0,0,0,0,23,0,0,0,0,0,33,0,15,6,2,0,0,25,0,0,0,3,0,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,16,6,0,0,5,6,4,8,0,0,7,0,0,6,0,117,0,35,0,0,0,0,2,0,7,262,0,0,0,23,1,6,0,4,227,49,12,13,0,0,3,0,0,0,54,0,0,45,1,0,0,5,0,0,0,23,6,0,0,0,0,17,0,0,0,0,22,57,0,18,0,5,2,0,2,0,0,2,0,0,24,0,18,11,4,0,0,11,5,3,27,5,9,106,8,28,50,7,0,1,185,0,34,15,0,0,0,0,69,0,0,0,0,8,0,0,4,0,0,0,0,3,10,0,0,0,0,0,0,11,100,0,3,36,0,6,1,1,0,0,37,10,0,6,1,0,2,0,1,0,0,0,25,0,0,0,0,383,3,12,2,3,0,3,0,0,0,40,0,15,0,80,0,0,0,0,0,0,0,9,0,980,0,0,0,0,0,3,0,1,1,9,6,0,0,8,10,13,3,19,1,40,0,0,25,0,0,0,0,0,0,0,0,5,0,24,0,0,0,1,0,0,0,0,14,53,1,0,42,0,0,0,0,0,0,0,8,0,0,3,1,9,0,0,9,0,0,53,0,0,3
184,0,0,0,0,3,17,0,127,5,0,5,0,0,21,0,0,0,17,0,4,4,0,4,0,0,5,0,0,0,0,0,0,0,0,4,0,23,598,0,0,13,1,0,1,0,0,97,0,30,8,0,2,0,2,0,0,0,19,2,0,0,4,0,0,0,1,0,21,1,0,0,0,53,0,0,2,10,2,0,0,0,6,2,0,0,0,12,2,0,0,0,2,4,0,0,9,19,0,7,0,0,0,20,12,0,3,0,1,3,4,18,0,0,0,0,0,0,13,19,6,0,0,6,3,0,9,0,0,3,52,3,0,0,0,1,0,0,0,0,8,2,0,0,0,0,0,16,0,0,0,0,19,0,0,0,0,15,0,2,8,0,0,0,1,0,0,9,0,0,0,0,0,6,92,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,12,6,0,0,0,0,0,0,4,4,0,0,32,16,0,0,2,0,4,0,149,0,1,1,2,39,6,0,7,0,0,2,0,0,9,56,9,13,316,0,2,3,11,285,21,0,0,0,3,35,0,1,21,0,0,0,0,0,0,0,2,0,0,0,0,131,0,56,0,4,3,10,2,14,45,133,0,0,1,59,0,0,9,0,0,274,0,0,6,92,0,0,24,0,0,13,0,0,0,13,0,1,12,0,0,0,0,12,0
185,0,1,0,2,1,0,0,276,0,0,17,0,0,0,0,0,0,25,0,13,4,0,5,0,0,0,1,0,0,3,0,0,0,0,2,0,7,586,0,0,2,0,0,2,0,0,53,0,27,14,0,0,1,1,0,0,0,22,1,0,52,3,0,0,0,0,0,6,4,2,0,0,45,0,0,1,11,5,0,0,0,19,0,0,0,0,25,4,1,0,3,4,1,0,36,4,32,0,7,0,0,0,47,5,0,4,0,1,0,2,23,0,0,0,0,0,0,7,0,4,0,0,0,1,0,10,0,0,4,0,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,2,8,0,0,0,2,0,0,4,3,1,0,0,0,5,117,1,2,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,14,2,1,0,0,2,0,0,1,2,0,0,34,10,0,0,1,0,0,0,61,0,1,2,8,0,3,0,17,0,0,1,1,0,4,173,15,0,192,0,0,4,5,85,46,0,0,1,0,0,0,0,24,0,0,3,0,0,0,0,3,0,0,0,0,147,2,36,0,3,0,0,1,8,40,247,4,0,0,0,0,0,0,0,0,294,0,0,9,82,0,3,11,0,0,10,0,0,0,27,6,1,0,0,0,0,0,11,0
186,0,0,5,2,0,0,1,129,0,0,17,25,0,0,0,0,0,7,0,1,2,0,10,0,0,0,8,0,0,5,1,0,0,1,4,0,35,449,0,0,7,0,0,1,0,0,108,0,12,6,0,0,0,3,0,0,0,7,5,0,52,1,0,0,0,2,0,8,0,3,0,0,38,0,0,2,8,9,0,0,0,29,0,0,0,0,27,3,0,0,3,3,1,0,14,6,22,0,7,8,0,0,17,4,0,3,0,1,2,8,32,0,0,0,0,0,0,10,0,5,0,0,0,7,0,1,0,0,1,0,1,0,0,0,9,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,11,2,0,0,2,0,0,16,2,5,0,0,0,2,35,2,2,1,0,0,0,0,0,33,1,0,0,0,4,1,0,0,22,8,4,0,0,1,0,0,1,3,0,0,27,18,1,0,1,0,0,0,109,0,3,2,2,0,9,0,41,0,0,2,3,0,5,85,12,0,289,0,0,3,10,200,54,0,0,1,0,0,0,0,29,0,0,15,0,0,0,0,3,0,0,0,2,43,1,13,0,5,3,0,0,21,47,237,2,0,0,0,0,0,0,0,0,341,0,0,0,114,0,8,12,0,0,14,0,0,0,5,1,9,0,0,0,0,0,28,0
187,0,2,4,0,1,0,0,225,0,0,58,0,0,0,0,0,0,5,0,10,3,0,3,0,0,0,2,0,0,7,1,0,0,0,4,0,34,400,0,0,1,0,0,0,0,0,66,0,24,7,0,0,1,2,0,0,0,10,11,0,30,2,0,0,0,0,0,6,2,1,0,0,30,0,0,2,3,2,0,0,0,6,0,0,0,0,19,3,0,0,2,3,7,0,29,13,11,0,5,0,0,0,10,23,0,1,0,1,1,4,43,0,0,0,0,0,0,5,0,4,0,0,0,3,0,5,0,0,2,0,0,0,0,0,20,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,12,1,0,0,2,0,0,2,4,2,0,0,0,3,127,0,3,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,21,11,0,0,0,5,0,0,0,1,0,0,61,0,0,0,0,0,0,0,93,0,0,0,2,0,0,0,24,0,0,2,0,0,17,28,8,0,283,0,0,9,14,218,86,0,0,8,0,0,0,2,31,0,0,2,0,0,0,0,2,0,0,0,0,89,0,67,0,7,1,0,0,9,34,147,4,0,0,0,0,0,0,0,0,310,0,0,8,268,0,2,17,0,0,6,0,0,0,12,1,4,0,0,0,0,0,6,0
188,0,0,5,0,0,0,0,231,0,0,47,0,0,0,0,0,0,6,0,4,6,0,7,0,0,0,7,0,0,3,0,0,0,0,2,0,0,0,0,0,10,0,5,2,0,33,153,0,11,10,0,0,1,1,0,0,0,11,0,0,102,2,0,0,0,0,0,0,3,4,0,0,41,6,0,1,0,0,0,0,0,0,0,0,0,0,9,6,0,0,3,4,0,0,39,4,35,0,7,0,0,0,12,12,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,1,0,0,0,0,0,19,0,4,3,1,0,0,0,7,0,1,0,0,0,0,0,1,63,5,4,1,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,3,4,0,0,2,0,5,0,0,0,0,34,9,0,0,0,7,0,0,106,0,0,0,0,0,11,0,3,0,10,6,1,0,9,22,0,0,527,424,0,4,2,184,72,0,0,0,0,0,1,1,0,0,0,8,0,0,0,0,3,0,0,0,0,117,0,52,0,2,0,0,3,22,35,225,8,0,0,0,2,0,0,0,0,632,0,0,12,60,0,2,8,0,0,15,0,0,0,0,3,6,0,0,2,0,0,46,0
189,0,1,2,1,1,0,1,150,0,0,28,0,0,0,0,0,0,8,0,5,1,0,6,0,0,0,1,0,0,12,0,0,0,0,4,1,21,509,0,0,2,0,0,1,0,0,106,0,21,8,1,0,0,1,0,0,0,0,12,0,69,2,0,0,0,0,0,5,5,3,0,0,58,0,294,0,4,5,0,0,1,17,7,0,0,0,23,3,0,0,1,2,1,0,39,12,47,0,9,0,0,1,26,18,0,7,0,2,0,3,36,0,0,0,0,0,26,5,0,5,5,0,0,0,0,6,0,0,3,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,5,0,2,4,0,0,0,2,0,0,5,0,9,0,0,0,0,61,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,4,0,0,0,1,22,0,30,6,0,0,0,0,0,0,0,0,0,2,2,0,15,0,34,0,0,0,5,0,10,57,6,0,237,0,0,4,7,0,0,0,0,1,0,15,0,1,27,0,0,2,0,26,0,0,2,0,30,0,2,48,1,46,0,10,6,0,0,0,83,264,3,0,0,118,0,0,1,62,0,202,37,0,6,90,0,3,0,6,0,13,0,0,0,6,6,4,0,0,0,0,0,36,0
190,0,0,2,3,1,0,1,135,0,0,36,34,0,0,0,0,0,11,0,2,7,0,4,0,0,0,7,0,0,2,0,0,0,0,4,0,42,0,0,0,6,0,0,1,0,0,121,0,19,6,0,0,4,1,0,0,0,22,1,0,0,1,0,0,0,0,0,0,6,3,0,0,101,0,0,1,0,4,0,0,0,6,0,0,0,0,21,3,0,0,2,10,1,0,23,11,28,0,7,0,8,0,13,6,0,8,0,2,0,2,17,0,0,0,0,0,0,3,0,5,0,0,0,1,0,2,0,0,6,0,1,0,0,0,19,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,7,0,0,0,1,0,0,3,3,1,0,0,0,0,61,4,2,1,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,3,0,0,0,3,0,0,1,3,0,0,22,20,0,0,3,0,0,0,106,0,3,3,4,50,0,0,11,0,0,1,2,0,5,73,16,0,290,0,0,4,8,348,87,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,2,0,0,0,1,112,1,31,0,5,5,0,3,26,33,95,9,1,0,0,1,0,0,0,0,449,0,0,6,171,0,1,26,0,0,16,0,0,0,9,0,5,0,0,0,0,0,32,0
